departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Naples,Lisbon,NAP,LIS,PT,60,205,0-1 flights,3,6/15/2019,11/5/2026
Bologna,Lisbon,BLQ,LIS,PT,60,185,1-2 flights,13,10/25/2020,11/5/2026
Gran Canaria,Lisbon,LPA,LIS,PT,60,140,0-1 flights,4,5/7/2018,10/15/2026
Menorca,Lisbon,MAH,LIS,PT,60,140,0-1 flights,4,6/10/2018,4/9/2027
Cologne,Lisbon,CGN,LIS,PT,60,185,1-2 flights,10,12/13/2024,11/5/2026
Budapest,Lisbon,BUD,LIS,PT,60,245,0-2 flights,11,10/29/2019,11/6/2026
Zurich,Lisbon,ZRH,LIS,PT,60,180,5-6 flights,37,10/30/2022,4/8/2027
Berlin,Lisbon,BER,LIS,PT,60,225,2-4 flights,20,10/27/2020,11/6/2026
Milan,Lisbon,LIN,LIS,PT,60,175,0-1 flights,6,3/30/2025,8/18/2026
Pisa,Lisbon,PSA,LIS,PT,60,180,0-1 flights,2,8/4/2020,4/15/2026
Eindhoven,Lisbon,EIN,LIS,PT,60,180,1-2 flights,10,0,11/6/2026
Krakow,Lisbon,KRK,LIS,PT,70,250,0-1 flights,5,0,11/5/2026
Amsterdam,Lisbon,AMS,LIS,PT,70,190,9-10 flights,66,6/16/2019,4/4/2027
Edinburgh,Lisbon,EDI,LIS,PT,70,195,0-1 flights,6,10/29/2018,4/5/2027
Warsaw,Lisbon,WAW,LIS,PT,70,265,2-3 flights,16,4/1/2019,11/4/2026
Warsaw,Lisbon,WMI,LIS,PT,70,260,0-1 flights,2,0,11/3/2026
Copenhagen,Lisbon,CPH,LIS,PT,80,240,1-3 flights,16,3/25/2018,4/8/2027
Treviso,Lisbon,TSF,LIS,PT,80,180,0-1 flights,2,10/28/2024,11/6/2026
Duesseldorf,Lisbon,DUS,LIS,PT,90,190,2-3 flights,19,8/1/2020,10/15/2026
Bucharest,Lisbon,OTP,LIS,PT,90,290,0-1 flights,4,4/2/2019,11/4/2026
Cluj-napoca,Lisbon,CLJ,LIS,PT,90,270,0-1 flights,2,0,10/15/2026
Belgrade,Lisbon,BEG,LIS,PT,90,245,0-2 flights,5,7/25/2023,11/4/2026
Montpellier,Lisbon,MPL,LIS,PT,90,145,0-1 flights,1,4/5/2020,10/15/2026
London,Lisbon,LHR,LIS,PT,90,170,10-12 flights,74,0,4/9/2027
Athens,Lisbon,ATH,LIS,PT,90,270,1-3 flights,15,6/1/2023,4/7/2027
Sofia,Lisbon,SOF,LIS,PT,90,270,0-1 flights,1,3/27/2018,11/3/2026
Poznan,Lisbon,POZ,LIS,PT,100,240,0-1 flights,2,10/29/2023,11/5/2026
Frankfurt,Lisbon,FRA,LIS,PT,110,195,6-7 flights,48,11/5/2022,10/15/2026
Munich,Lisbon,MUC,LIS,PT,110,205,4-5 flights,34,12/17/2017,10/15/2026
Oslo,Lisbon,OSL,LIS,PT,110,255,1-2 flights,9,4/30/2018,4/9/2027
Prague,Lisbon,PRG,LIS,PT,120,220,1-2 flights,10,12/22/2017,4/6/2027
Stuttgart,Lisbon,STR,LIS,PT,120,185,0-1 flights,6,12/13/2019,10/15/2026
Palermo,Lisbon,PMO,LIS,PT,120,195,0-1 flights,2,10/30/2022,9/18/2026
Rotterdam,Lisbon,RTM,LIS,PT,130,175,0-1 flights,3,2/15/2018,11/4/2026
Florence,Lisbon,FLR,LIS,PT,140,190,1-2 flights,10,6/10/2018,10/15/2026
Izmir,Lisbon,ADB,LIS,PT,150,285,0-1 flights,3,0,3/28/2026
Hamburg,Lisbon,HAM,LIS,PT,150,215,1-4 flights,17,4/30/2022,10/15/2026
Stockholm,Lisbon,ARN,LIS,PT,150,275,1-2 flights,10,3/25/2018,4/7/2027
Ankara,Lisbon,ESB,LIS,PT,150,325,0-1 flights,3,4/2/2024,3/26/2026
Keflavik,Lisbon,KEF,LIS,PT,170,260,0-1 flights,4,5/13/2022,9/15/2026
Istanbul,Lisbon,IST,LIS,PT,200,305,3-5 flights,30,0,10/15/2026
Vilnius,Lisbon,VNO,LIS,PT,210,285,0-1 flights,2,5/4/2024,9/15/2026
Riga,Lisbon,RIX,LIS,PT,210,280,0-1 flights,3,3/27/2018,11/6/2026
Chisinau,Lisbon,RMO,LIS,PT,230,295,0-1 flights,4,4/18/2025,11/6/2026
Tirana,Lisbon,TIA,LIS,PT,240,233,0-1 flights,2,6/24/2025,8/29/2026
Helsinki,Lisbon,HEL,LIS,PT,250,295,1 flight,7,6/1/2018,9/15/2026
Hannover,Lisbon,HAJ,LIS,PT,450,205,0-1 flights,1,6/6/2025,10/24/2025
Cork,Liverpool,ORK,LPL,GB,20,70,0-1 flights,3,0,11/5/2026
Vienna,Liverpool,VIE,LPL,GB,20,155,1 flight,1,10/28/2019,1/11/2026
Dublin,Liverpool,DUB,LPL,GB,20,55,7-10 flights,53,4/27/2023,4/9/2027
Iasi,Liverpool,IAS,LPL,GB,20,220,0-1 flights,3,10/29/2018,11/1/2026
Bergamo,Liverpool,BGY,LPL,GB,20,135,0-1 flights,1,10/17/2024,10/15/2026
Warsaw,Liverpool,WAW,LPL,GB,30,180,0-1 flights,4,12/16/2021,11/3/2026
Warsaw,Liverpool,WMI,LPL,GB,30,155,0-1 flights,1,4/2/2024,11/1/2026
Connaught,Liverpool,NOC,LPL,GB,30,65,1-2 flights,8,0,4/9/2027
Reus,Liverpool,REU,LPL,GB,30,145,0-1 flights,3,3/25/2018,10/15/2026
Shannon,Liverpool,SNN,LPL,GB,30,70,0-1 flights,2,5/19/2018,11/5/2026
Katowice,Liverpool,KTW,LPL,GB,30,160,0-1 flights,3,0,11/4/2026
Palma de Mallorca,Liverpool,PMI,LPL,GB,30,165,2-3 flights,16,3/25/2018,4/10/2027
Poznan,Liverpool,POZ,LPL,GB,30,130,0-1 flights,4,0,11/5/2026
Malaga,Liverpool,AGP,LPL,GB,30,180,2-4 flights,19,6/5/2018,4/9/2027
Szczecin,Liverpool,SZZ,LPL,GB,30,120,0-1 flights,4,11/2/2022,11/5/2026
Kosice,Liverpool,KSC,LPL,GB,30,175,0-1 flights,2,0,11/3/2026
Budapest,Liverpool,BUD,LPL,GB,40,175,0-1 flights,4,12/18/2021,11/6/2026
Kaunas,Liverpool,KUN,LPL,GB,40,180,0-1 flights,3,0,11/6/2026
Barcelona,Liverpool,BCN,LPL,GB,40,155,0-2 flights,9,3/27/2022,4/8/2027
Bucharest,Liverpool,OTP,LPL,GB,40,235,0-1 flights,3,10/30/2018,11/5/2026
Sofia,Liverpool,SOF,LPL,GB,40,200,0-2 flights,5,6/15/2019,11/6/2026
Malta,Liverpool,MLA,LPL,GB,40,215,0-2 flights,5,10/30/2022,11/6/2026
Faro,Liverpool,FAO,LPL,GB,40,180,0-2 flights,4,12/14/2019,4/9/2027
Paphos,Liverpool,PFO,LPL,GB,40,315,0-1 flights,3,10/31/2018,11/1/2026
Bergerac,Liverpool,EGC,LPL,GB,40,110,0-1 flights,1,3/27/2018,4/15/2026
Gdansk,Liverpool,GDN,LPL,GB,40,155,0-1 flights,3,12/17/2021,11/4/2026
Wroclaw,Liverpool,WRO,LPL,GB,40,135,0-1 flights,2,0,11/6/2026
Belfast,Liverpool,BFS,LPL,GB,40,50,2-4 flights,24,0,4/9/2027
Madrid,Liverpool,MAD,LPL,GB,40,150,0-1 flights,1,3/28/2022,11/6/2026
Porto,Liverpool,OPO,LPL,GB,50,140,0-1 flights,2,3/29/2022,10/15/2026
Belfast,Liverpool,BHD,LPL,GB,50,50,0-1 flights,5,12/15/2018,4/9/2027
Paris,Liverpool,CDG,LPL,GB,50,90,0-1 flights,4,10/30/2022,4/8/2027
Berlin,Liverpool,BER,LPL,GB,50,130,0-1 flights,2,10/25/2020,11/5/2026
Rome,Liverpool,CIA,LPL,GB,50,170,0-1 flights,2,10/30/2022,10/15/2026
Alicante,Liverpool,ALC,LPL,GB,50,170,2-5 flights,27,12/16/2021,4/10/2027
Krakow,Liverpool,KRK,LPL,GB,50,170,0-2 flights,8,12/17/2021,11/6/2026
Geneva,Liverpool,GVA,LPL,GB,50,120,0-1 flights,1,3/15/2023,4/9/2027
Nice,Liverpool,NCE,LPL,GB,50,140,0-1 flights,5,3/27/2022,4/9/2027
Jersey,Liverpool,JER,LPL,GB,50,70,0-1 flights,6,0,4/9/2027
Ibiza,Liverpool,IBZ,LPL,GB,60,170,0-1 flights,2,3/26/2018,10/15/2026
Larnaca,Liverpool,LCA,LPL,GB,60,315,0-1 flights,3,5/3/2022,4/9/2027
Tenerife,Liverpool,TFS,LPL,GB,60,265,2-3 flights,18,10/30/2019,4/9/2027
Amsterdam,Liverpool,AMS,LPL,GB,60,85,0-1 flights,6,0,4/9/2027
Arrecife,Liverpool,ACE,LPL,GB,60,250,1-2 flights,10,10/30/2022,4/9/2027
Prague,Liverpool,PRG,LPL,GB,70,135,0-1 flights,2,10/28/2024,11/5/2026
Kerkyra/corfu,Liverpool,CFU,LPL,GB,80,220,0-1 flights,1,6/2/2019,4/7/2027
Zadar,Liverpool,ZAD,LPL,GB,100,165,0-1 flights,2,5/3/2020,9/28/2025
Antalya,Liverpool,AYT,LPL,GB,110,290,0-2 flights,7,4/2/2020,4/9/2027
Rovaniemi,Liverpool,RVN,LPL,GB,120,195,0-1 flights,2,10/30/2023,11/5/2026
Fuerteventura,Liverpool,FUE,LPL,GB,160,260,0-2 flights,4,10/31/2020,4/6/2027
Gran Canaria,Liverpool,LPA,LPL,GB,160,275,0-1 flights,3,3/28/2018,10/15/2026
Salzburg,Liverpool,SZG,LPL,GB,160,140,0-1 flights,1,12/15/2018,11/6/2026
Keflavik,Liverpool,KEF,LPL,GB,210,160,0-1 flights,2,10/7/2022,5/25/2026
Dalaman,Liverpool,DLM,LPL,GB,230,285,0-2 flights,9,7/30/2018,4/9/2027
Kos,Liverpool,KGS,LPL,GB,240,275,0-1 flights,2,4/16/2023,4/3/2027
Bodrum,Liverpool,BJV,LPL,GB,250,270,0-1 flights,3,3/27/2018,4/9/2027
Heraklion,Liverpool,HER,LPL,GB,410,265,0-1 flights,4,9/15/2022,4/7/2027
Bergen,Liverpool,BGO,LPL,GB,680,110,0-1 flights,2,8/17/2018,4/20/2026
Brussels,Ljubljana,BRU,LJU,SI,30,95,0-1 flights,4,0,10/15/2026
Skopje,Ljubljana,SKP,LJU,SI,40,90,0-1 flights,4,0,11/2/2026
London,Ljubljana,LGW,LJU,SI,70,130,0-1 flights,5,0,4/8/2027
Nis,Ljubljana,INI,LJU,SI,80,110,0-1 flights,2,8/1/2019,11/2/2026
Belgrade,Ljubljana,BEG,LJU,SI,90,90,2-3 flights,17,11/5/2022,11/1/2026
Amsterdam,Ljubljana,AMS,LJU,SI,90,110,1-3 flights,13,3/30/2025,11/5/2026
Warsaw,Ljubljana,WAW,LJU,SI,110,95,1-2 flights,10,0,10/15/2026
Paris,Ljubljana,ORY,LJU,SI,110,105,0-1 flights,3,4/24/2022,10/15/2026
Luxemburg,Ljubljana,LUX,LJU,SI,120,100,0-1 flights,2,10/17/2024,11/4/2026
Copenhagen,Ljubljana,CPH,LJU,SI,120,115,0-1 flights,2,4/29/2024,10/15/2026
London,Ljubljana,LHR,LJU,SI,120,135,0-1 flights,4,7/15/2019,4/8/2027
Athens,Ljubljana,ATH,LJU,SI,130,125,0-1 flights,2,6/6/2023,11/1/2026
Paris,Ljubljana,CDG,LJU,SI,130,110,0-1 flights,6,2/11/2019,10/15/2026
Podgorica,Ljubljana,TGD,LJU,SI,140,65,0-1 flights,3,6/15/2022,4/9/2026
Tivat,Ljubljana,TIV,LJU,SI,150,65,0-1 flights,2,6/16/2023,10/25/2025
Riga,Ljubljana,RIX,LJU,SI,150,135,0-1 flights,2,4/25/2024,10/15/2026
Frankfurt,Ljubljana,FRA,LJU,SI,150,70,3 flights,21,0,10/15/2026
Zurich,Ljubljana,ZRH,LJU,SI,180,70,2 flights,14,0,10/15/2026
Pristina,Ljubljana,PRN,LJU,SI,200,75,0-1 flights,1,0,10/15/2026
Helsinki,Ljubljana,HEL,LJU,SI,210,160,0-1 flights,3,4/7/2018,9/15/2026
Munich,Ljubljana,MUC,LJU,SI,210,55,1-2 flights,10,5/2/2022,10/15/2026
Istanbul,Ljubljana,IST,LJU,SI,210,135,3-5 flights,27,0,10/15/2026
Madrid,Ljubljana,MAD,LJU,SI,310,165,0-1 flights,2,7/25/2020,9/15/2026
Charleroi,Lodz,CRL,LCJ,PL,20,115,0-1 flights,2,11/1/2022,11/5/2026
Bergamo,Lodz,BGY,LCJ,PL,30,110,0-1 flights,2,10/31/2022,11/5/2026
London,Lodz,STN,LCJ,PL,40,140,0-1 flights,5,4/4/2025,11/6/2026
Malaga,Lodz,AGP,LCJ,PL,50,220,0-1 flights,2,10/29/2023,11/6/2026
Alicante,Lodz,ALC,LCJ,PL,60,195,0-1 flights,3,10/30/2022,11/6/2026
Dublin,Lodz,DUB,LCJ,PL,60,160,0-1 flights,2,0,11/6/2026
Birmingham,Lodz,BHX,LCJ,PL,90,140,0-1 flights,2,10/28/2024,11/6/2026
Madrid,Logrono,MAD,RJL,ES,50,75,0-1 flights,6,6/17/2018,5/10/2026
Paris,Lome,CDG,LFW,TG,490,410,0-1 flights,4,0,10/15/2026
Copenhagen,London,CPH,STN,GB,10,115,3-4 flights,22,11/3/2022,4/9/2027
Katowice,London,KTW,STN,GB,10,150,1-2 flights,11,4/3/2025,4/9/2027
Toulouse,London,TLS,STN,GB,10,110,1-2 flights,10,11/1/2022,4/9/2027
Bergamo,London,BGY,STN,GB,10,125,3-5 flights,28,10/29/2024,4/9/2027
Belfast,London,BFS,LGW,GB,20,85,1-4 flights,25,0,4/9/2027
Vienna,London,VIE,LGW,GB,20,145,1-2 flights,13,3/15/2018,11/6/2026
Sandefjord,London,TRF,STN,GB,20,115,0-1 flights,4,12/19/2024,11/6/2026
Poznan,London,POZ,STN,GB,20,125,1-3 flights,12,4/2/2025,4/9/2027
Bremen,London,BRE,STN,GB,20,85,1-2 flights,11,10/30/2022,4/9/2027
Florence,London,FLR,LGW,GB,20,145,2-3 flights,17,0,11/4/2026
Krakow,London,KRK,STN,GB,20,150,2-4 flights,21,10/31/2024,4/9/2027
Milano,London,MXP,STN,GB,20,125,2-4 flights,18,3/31/2024,4/9/2027
Wroclaw,London,WRO,STN,GB,20,130,1-3 flights,14,0,4/9/2027
Valencia,London,VLC,STN,GB,20,145,1-3 flights,16,11/4/2022,4/9/2027
Wroclaw,London,WRO,LTN,GB,20,138,1 flight,7,3/20/2022,11/2/2026
Bologna,London,BLQ,STN,GB,20,140,1-2 flights,12,4/5/2025,4/9/2027
Connaught,London,NOC,STN,GB,20,85,1-2 flights,9,10/30/2022,4/9/2027
Cork,London,ORK,LTN,GB,20,80,0-1 flights,5,10/28/2018,11/6/2026
Trapani,London,TPS,STN,GB,20,180,0-1 flights,2,3/26/2023,9/29/2026
Marseille,London,MRS,STN,GB,20,125,1-3 flights,12,4/5/2024,4/9/2027
Dublin,London,DUB,LGW,GB,20,85,7-9 flights,53,0,4/9/2027
Lyon,London,LYS,LGW,GB,20,100,1-2 flights,13,12/3/2022,4/9/2027
Stockholm,London,ARN,STN,GB,20,150,1-3 flights,11,4/6/2024,4/9/2027
Cologne,London,CGN,STN,GB,20,80,2-3 flights,18,9/13/2019,4/9/2027
Gothenborg,London,GOT,STN,GB,20,115,1-3 flights,14,4/3/2024,4/9/2027
Krakow,London,KRK,LTN,GB,20,155,2-3 flights,19,10/29/2018,4/9/2027
Katowice,London,KTW,LTN,GB,20,153,1-2 flights,12,0,11/3/2026
Madrid,London,MAD,STN,GB,20,150,3-6 flights,32,10/31/2022,4/9/2027
Hamburg,London,HAM,STN,GB,20,95,1-2 flights,11,4/4/2024,4/9/2027
Rome,London,FCO,LGW,GB,20,165,2-3 flights,18,10/25/2020,4/9/2027
Tirana,London,TIA,LTN,GB,20,200,1-2 flights,12,4/19/2018,10/31/2026
Dublin,London,DUB,LTN,GB,20,75,3-4 flights,25,0,4/9/2027
Eindhoven,London,EIN,STN,GB,20,65,2-3 flights,20,4/2/2024,4/9/2027
Shannon,London,SNN,STN,GB,20,90,1-3 flights,14,3/31/2024,4/9/2027
Oslo,London,OSL,STN,GB,20,130,1-2 flights,10,6/28/2020,4/9/2027
Barcelona,London,BCN,LGW,GB,20,145,8-11 flights,65,9/1/2020,4/9/2027
Szczecin,London,SZZ,STN,GB,20,110,0-1 flights,6,10/30/2022,11/6/2026
Nantes,London,NTE,STN,GB,20,85,1-2 flights,13,10/2/2018,4/9/2027
Milano,London,MXP,LGW,GB,20,120,3-6 flights,33,4/15/2022,4/9/2027
Luxemburg,London,LUX,STN,GB,20,80,1-2 flights,10,3/26/2023,11/6/2026
Vienna,London,VIE,STN,GB,20,130,1-4 flights,19,10/28/2018,4/9/2027
Kosice,London,KSC,STN,GB,20,155,0-1 flights,5,9/18/2022,11/4/2026
Dublin,London,DUB,STN,GB,20,80,8-9 flights,57,11/2/2022,4/9/2027
Iasi,London,IAS,LTN,GB,20,205,2 flights,14,10/29/2023,10/31/2026
Edinburgh,London,EDI,STN,GB,20,85,5-8 flights,45,3/25/2018,4/9/2027
Cork,London,ORK,STN,GB,20,85,2-4 flights,21,4/3/2025,4/9/2027
Malaga,London,AGP,LGW,GB,30,175,9-12 flights,71,9/1/2020,4/9/2027
Faro,London,FAO,STN,GB,30,170,2-4 flights,19,5/6/2018,4/9/2027
Poznan,London,POZ,LTN,GB,30,135,0-1 flights,6,3/31/2019,10/31/2026
Salzburg,London,SZG,LTN,GB,30,125,0-1 flights,1,12/16/2018,11/6/2026
Budapest,London,BUD,LGW,GB,30,165,1-3 flights,16,3/31/2019,4/8/2027
Cluj-napoca,London,CLJ,LTN,GB,30,185,1-2 flights,12,10/30/2022,10/31/2026
Tallinn-ulemiste International,London,TLL,LTN,GB,30,180,0-1 flights,3,9/17/2018,10/31/2026
Helsinki,London,HEL,STN,GB,30,190,1 flight,7,4/3/2024,4/9/2027
Riga,London,RIX,STN,GB,30,175,1-2 flights,12,3/30/2025,4/9/2027
Kerry,London,KIR,STN,GB,30,90,0-1 flights,4,0,11/6/2026
Warsaw,London,WMI,STN,GB,30,140,1 flight,7,11/1/2024,4/9/2027
Barcelona,London,BCN,LTN,GB,30,150,2-3 flights,19,12/1/2018,4/9/2027
Tirana,London,TIA,STN,GB,30,175,1-3 flights,14,6/13/2019,4/9/2027
Santander,London,SDR,STN,GB,30,115,0-1 flights,5,3/31/2026,11/6/2026
Nice,London,NCE,LTN,GB,30,130,1-2 flights,10,9/16/2022,4/9/2027
Tallinn-ulemiste International,London,TLL,STN,GB,30,165,1 flight,7,4/3/2024,11/6/2026
Cluj-napoca,London,CLJ,STN,GB,30,175,0-1 flights,2,12/20/2024,11/6/2026
Dubrovnik,London,DBV,STN,GB,30,170,1-2 flights,8,3/29/2018,4/9/2027
Warsaw,London,WAW,LTN,GB,30,165,3 flights,21,0,11/6/2026
Salzburg,London,SZG,STN,GB,30,115,0-2 flights,8,3/17/2018,11/6/2026
Vilnius,London,VNO,LTN,GB,30,175,2 flights,14,0,4/9/2027
Krakow,London,KRK,LGW,GB,30,160,1-2 flights,13,2/23/2020,4/8/2027
Pula,London,PUY,STN,GB,30,135,0-1 flights,1,3/25/2018,10/15/2026
Torino,London,TRN,STN,GB,30,115,1-3 flights,15,12/22/2018,4/9/2027
Naples,London,NAP,STN,GB,30,170,1-2 flights,11,3/29/2018,4/9/2027
Belgrade,London,BEG,LTN,GB,30,180,0-1 flights,6,0,4/3/2027
Nice,London,NCE,LGW,GB,30,125,4-6 flights,37,10/25/2020,4/9/2027
Sofia,London,SOF,LTN,GB,30,205,1-2 flights,10,0,11/4/2026
Villafranca,London,VRN,LGW,GB,30,130,1-3 flights,15,3/29/2022,4/9/2027
Biarritz-bayonne,London,BIQ,STN,GB,30,115,0-1 flights,2,12/16/2018,4/9/2027
Ponta Delgada,London,PDL,STN,GB,30,245,0-1 flights,1,3/27/2023,4/15/2026
Rome,London,CIA,STN,GB,30,165,4-6 flights,34,10/29/2025,4/9/2027
Budapest,London,BUD,STN,GB,30,155,4 flights,28,10/31/2022,4/9/2027
Faro,London,FAO,LGW,GB,30,170,4-7 flights,35,9/15/2018,4/9/2027
Gdansk,London,GDN,LTN,GB,30,145,2-3 flights,15,0,4/3/2027
Timisoara,London,TSR,LTN,GB,30,175,1 flight,7,10/29/2023,10/31/2026
Bratislava,London,BTS,STN,GB,30,145,1-2 flights,9,4/4/2025,11/6/2026
Naples,London,NAP,LTN,GB,30,180,0-2 flights,7,12/16/2021,4/7/2027
Bergerac,London,EGC,STN,GB,30,100,0-1 flights,1,5/23/2020,4/9/2027
Barcelona,London,BCN,STN,GB,30,150,4 flights,28,11/4/2022,4/9/2027
Keflavik,London,KEF,LTN,GB,30,175,0-1 flights,2,4/29/2018,4/8/2027
Pescara,London,PSR,STN,GB,30,155,0-1 flights,5,11/2/2022,4/9/2027
Bucharest,London,OTP,LGW,GB,30,200,0-1 flights,4,3/22/2026,11/4/2026
Nice,London,NCE,STN,GB,30,130,1 flight,7,3/13/2018,4/9/2027
Gran Canaria,London,LPA,STN,GB,30,265,1-2 flights,12,8/2/2018,4/9/2027
Kerry,London,KIR,LTN,GB,30,85,1-2 flights,8,0,4/9/2027
Sibiu,London,SBZ,LTN,GB,30,190,0-1 flights,5,9/13/2019,10/31/2026
Hahn,London,HHN,STN,GB,30,85,1-2 flights,12,4/6/2024,4/8/2027
Porto,London,OPO,STN,GB,30,145,2-4 flights,20,10/28/2024,4/9/2027
Gerona,London,GRO,STN,GB,30,135,0-1 flights,3,3/25/2018,4/9/2027
Berlin,London,BER,STN,GB,30,110,2-5 flights,27,12/11/2020,4/9/2027
Pisa,London,PSA,STN,GB,30,140,2-4 flights,21,0,4/9/2027
Fuerteventura,London,FUE,STN,GB,30,255,1-2 flights,12,9/15/2018,4/9/2027
Budapest,London,BUD,LTN,GB,30,165,3 flights,21,0,11/1/2026
Edinburgh,London,EDI,LTN,GB,30,75,2-4 flights,19,0,4/9/2027
Malaga,London,AGP,LTN,GB,30,175,2-3 flights,16,10/28/2018,4/9/2027
Genoa,London,GOA,STN,GB,30,130,0-2 flights,7,4/1/2025,4/9/2027
Zaragoza,London,ZAZ,STN,GB,30,135,0-1 flights,4,11/1/2023,11/5/2026
Catania,London,CTA,STN,GB,30,205,0-1 flights,2,5/1/2022,11/6/2026
Nuernberg,London,NUE,STN,GB,30,105,1-3 flights,13,11/1/2023,4/9/2027
Karlsruhe/Baden-Baden,London,FKB,STN,GB,30,90,0-2 flights,7,10/5/2024,4/8/2027
Connaught,London,NOC,LTN,GB,30,75,1-2 flights,10,0,4/9/2027
Alicante,London,ALC,LTN,GB,30,160,2-3 flights,19,10/30/2018,4/10/2027
Palma de Mallorca,London,PMI,LGW,GB,30,155,5-7 flights,40,3/30/2018,4/9/2027
Sofia,London,SOF,STN,GB,30,205,2-3 flights,18,0,4/9/2027
Treviso,London,TSF,LTN,GB,30,130,0-1 flights,2,10/29/2023,11/5/2026
Gdansk,London,GDN,STN,GB,30,140,1-3 flights,13,4/3/2025,4/9/2027
Arrecife,London,ACE,LTN,GB,30,245,0-2 flights,8,4/4/2025,4/8/2027
Lisbon,London,LIS,LTN,GB,30,165,3 flights,21,10/28/2018,4/9/2027
Santiago,London,SCQ,STN,GB,30,130,0-1 flights,2,0,4/9/2027
Malaga,London,AGP,STN,GB,30,175,2-5 flights,27,4/9/2018,4/9/2027
Bologna,London,BLQ,LTN,GB,30,145,0-1 flights,4,10/28/2018,11/6/2026
Bucharest,London,OTP,STN,GB,30,205,2-4 flights,25,11/3/2023,4/9/2027
Bratislava,London,BTS,LTN,GB,30,145,0-1 flights,3,6/20/2018,10/31/2026
Venice,London,VCE,STN,GB,30,140,1-4 flights,19,3/27/2022,4/9/2027
Sarajevo,London,SJJ,STN,GB,30,165,0-1 flights,3,4/2/2024,11/5/2026
Villafranca,London,VRN,STN,GB,30,130,0-2 flights,7,5/9/2018,4/9/2027
Ibiza,London,IBZ,LGW,GB,30,150,0-1 flights,2,4/7/2018,4/10/2027
Memmingen,London,FMM,STN,GB,30,120,1 flight,7,11/5/2022,4/9/2027
Reus,London,REU,STN,GB,30,135,0-1 flights,3,5/4/2018,4/8/2027
Rijeka,London,RJK,STN,GB,30,140,0-1 flights,2,6/3/2019,9/30/2026
Brno,London,BRQ,STN,GB,30,125,0-1 flights,5,0,11/6/2026
Prague,London,PRG,LGW,GB,30,130,1-3 flights,13,10/29/2023,4/9/2027
Belfast,London,BFS,STN,GB,30,80,4-6 flights,36,3/1/2018,4/9/2027
Palma de Mallorca,London,PMI,STN,GB,30,155,2-4 flights,23,2/9/2018,4/9/2027
Shannon,London,SNN,LGW,GB,30,95,1 flight,7,0,4/9/2027
Ancona,London,AOI,STN,GB,30,140,0-1 flights,4,10/28/2024,4/9/2027
Klagenfurt,London,KLU,STN,GB,30,125,0-1 flights,2,11/1/2022,11/4/2026
Kosice,London,KSC,LTN,GB,30,168,0-1 flights,4,10/28/2018,10/31/2026
Faro,London,FAO,LTN,GB,30,170,1-2 flights,12,3/26/2018,4/9/2027
Venice,London,VCE,LGW,GB,30,135,2 flights,14,8/1/2020,4/9/2027
Palma de Mallorca,London,PMI,LTN,GB,30,155,1-3 flights,16,5/7/2018,4/9/2027
Ronchi De Legionari,London,TRS,STN,GB,30,125,1-2 flights,8,0,11/5/2026
Lisbon,London,LIS,STN,GB,30,165,3-4 flights,23,11/1/2022,4/9/2027
Athens,London,ATH,LGW,GB,40,240,4-5 flights,34,3/15/2018,4/9/2027
Naples,London,NAP,LGW,GB,40,175,2-3 flights,17,3/30/2018,4/9/2027
Inverness,London,INV,LTN,GB,40,80,1-2 flights,9,0,4/8/2027
Arrecife,London,ACE,LGW,GB,40,240,3-4 flights,24,8/1/2020,4/9/2027
Larnaca,London,LCA,LTN,GB,40,305,1-2 flights,11,5/20/2018,4/9/2027
Lamezia,London,SUF,STN,GB,40,185,0-1 flights,3,0,11/4/2026
Milano,London,MXP,LTN,GB,40,120,1-3 flights,16,12/16/2021,4/8/2027
Copenhagen,London,CPH,LGW,GB,40,125,3-5 flights,33,0,4/9/2027
Catania,London,CTA,LTN,GB,40,205,0-1 flights,2,9/17/2019,4/7/2027
Marseille,London,MRS,LGW,GB,40,115,1 flight,7,0,4/9/2027
Geneva,London,GVA,STN,GB,40,110,0-2 flights,2,3/15/2018,11/6/2026
Santiago,London,SCQ,LGW,GB,40,125,0-1 flights,2,3/28/2018,4/9/2027
Kaunas,London,KUN,LTN,GB,40,170,1-2 flights,12,10/28/2018,4/9/2027
Salzburg,London,SZG,LGW,GB,40,125,0-1 flights,3,12/7/2018,4/7/2027
Tenerife,London,TFS,LTN,GB,40,255,1-3 flights,15,4/1/2025,4/9/2027
Lyon,London,LYS,LTN,GB,40,105,0-1 flights,5,0,4/9/2027
Athens,London,ATH,STN,GB,40,235,0-2 flights,8,11/2/2022,4/9/2027
Varna,London,VAR,LTN,GB,40,220,0-1 flights,5,6/13/2022,11/1/2026
Paphos,London,PFO,STN,GB,40,295,0-2 flights,9,12/18/2021,11/6/2026
Podgorica,London,TGD,STN,GB,40,170,0-1 flights,3,10/27/2024,11/6/2026
Fuerteventura,London,FUE,LGW,GB,40,250,1-2 flights,13,3/17/2018,4/9/2027
Chania,London,CHQ,LGW,GB,40,245,0-1 flights,2,3/25/2018,4/9/2027
Porto,London,OPO,LTN,GB,40,145,0-1 flights,4,7/2/2019,4/8/2027
Geneva,London,GVA,LGW,GB,40,100,1-5 flights,19,3/15/2018,4/9/2027
