hotel_name,destination_city,area,price_per_stay,rating_score,stars,breakfast,distance,description,reviews,guest_reviews
NoMad London,London,Westminster Borough,2479,9.1,5,,0.8 km from center,Classic Room,370 reviews,Location 9.8
The Langham London,London,Westminster Borough,2615,9.3,5,,1.6 km from center, Superior Twin Room,"1,896 reviews",Location 9.7
"Charlotte Street Hotel, Firmdale Hotels",London,Westminster Borough,2680,9.1,5,,1.3 km from center,Superior Room,129 reviews,Location 9.6
COMO The Halkin,London,Westminster Borough,2795,9.0,5,,1.9 km from center,Room standard,73 reviews,Location 9.4
COMO The Halkin,London,Westminster Borough,3100,9.0,5,,1.9 km from center,City Room,73 reviews,Location 9.4
Rosewood London,London,Camden,3312,9.1,5,,1.3 km from center,Deluxe King Room,812 reviews,Location 9.3
The Savoy,London,Westminster Borough,3473,9.4,5,,0.6 km from center,Superior Queen Room,"1,909 reviews",Location 9.8
Corinthia London,London,Westminster Borough,3955,9.3,5,,250 m from center,Superior King Room,693 reviews,Location 9.5
The Dorchester - Dorchester Collection,London,Westminster Borough,4113,9.2,5,,1.7 km from center,Deluxe Queen Room,225 reviews,Location 9.6
The Carlton Tower Jumeirah,London,Kensington and Chelsea,4177,9.1,5,,2.4 km from center,Superior Room,94 reviews,Location 9.8
Hostel Cataleya,Lublin,Lublin,45,7.8,0,,1.8 km from center,Bunk Bed in Mixed Dormitory Room,418 reviews,
For rest Hostel,Lublin,Lublin,45,7.5,0,,2.1 km from center,Bed in Male Dormitory Room,659 reviews,
Rodmos Hostel,Lublin,Lublin,54,9.0,0,,0.7 km from center,Bunk Bed in Mixed Dormitory Room,753 reviews,Location 9.7
Pokoje Gościnne Strumykowa,Lublin,Lublin,85,8.5,0,,5.2 km from center,Triple Room,228 reviews,
Centrum 51,Lublin,Lublin,90,8.7,0,,1 km from center,Triple Room,362 reviews,Location 9.4
Willa Ostoja,Lublin,Lublin,100,7.9,3,,4.8 km from center,Single Room with Private Bathroom,230 reviews,
Willa Urocza,Lublin,Lublin,100,7.5,0,,4.3 km from center,Single Room with Bathroom,217 reviews,
Nowoczesna kawalerka,Lublin,Lublin,129,10.0,0,,3.5 km from center,One-Bedroom Apartment,10 reviews,
Dworek Jabłonna,Lublin,Lublin,130,9.4,3,,15.8 km from center,Comfort Triple Room,838 reviews,
Noclegi-Pokoje goscinne Lublin,Lublin,Lublin,130,7.7,0,,3.6 km from center,Single Room with Bathroom,151 reviews,
Galeria,Lublin,Lublin,139,8.6,3,,1.1 km from center,Double Room,212 reviews,
Apartament Zamkowy,Lublin,Lublin,149,9.6,3,,0.6 km from center,Standard Apartment,463 reviews,Location 9.5
Carmelito,Lublin,Lublin,149,8.5,3,,200 m from center,Apartment with Shower,748 reviews,Location 9.7
iroom,Lublin,Lublin,150,9.4,0,,1.7 km from center,Budget Double Room,"1,102 reviews",
Hotel Logos,Lublin,Lublin,150,8.1,1,,1.7 km from center,Single Room,583 reviews,
Apartamenty Magia,Lublin,Stare Miasto,160,9.1,3,,100 m from center,Standard Apartment,688 reviews,Location 9.8
Hotel PZMot,Lublin,Lublin,165,8.2,3,,0.7 km from center,Economy Single Room,"1,646 reviews",
Horyzont,Lublin,Lublin,165,8.6,0,,1.5 km from center,Basic Triple Room with Shared Bathroom,374 reviews,
Hotel Willowa,Lublin,Lublin,172,8.3,3,,4.5 km from center,Single Room with Private Bathroom,975 reviews,
Sztukmistrz Magician Art Rooms,Lublin,Stare Miasto,175,9.0,3,,30 m from center,King Room,297 reviews,Location 9.8
Hotel Focus,Lublin,Lublin,176,8.5,3,Breakfast included,4.4 km from center,Single Room,338 reviews,
HOTEL LUBLIN,Lublin,Lublin,177,9.0,2,,450 m from center,Deluxe Double Room (2 Adults + 1 Child),"1,454 reviews",Location 9.8
Hotel Grodzka 20,Lublin,Stare Miasto,179,9.1,3,Breakfast included,150 m from center,Economy Single Room,"1,318 reviews",Location 9.8
Dr Mandryk HOUSE,Lublin,Lublin,180,9.4,0,,2.2 km from center,Small Twin Room,153 reviews,
Dom na Podwalu,Lublin,Stare Miasto,190,9.1,3,,250 m from center,Single Room,"1,936 reviews",Location 9.9
Hotel Royal Botanic,Lublin,Lublin,195,8.0,3,,3.9 km from center,Standard King Room,"1,257 reviews",
Apartamenty Centrum RS SUITES Kowalska 12,Lublin,Stare Miasto,197,9.6,3,,250 m from center,Deluxe King Room,777 reviews,Location 9.9
Rooms by Apartamenty Lubartowska Street,Lublin,Lublin,199,8.3,3,,0.7 km from center,Deluxe Double Room with Shower,356 reviews,
Lublin Apartaments,Lublin,Lublin,200,9.2,3,,250 m from center,Three-Bedroom Apartment,665 reviews,Location 9.9
Arche Hotel Lublin,Lublin,Lublin,209,8.7,3,Breakfast included,0.9 km from center,Single Room,"1,031 reviews",
Hotel Victoria,Lublin,Lublin,215,8.6,3,,1.1 km from center,Economy Single Room,"2,391 reviews",
RGB studio,Lublin,Lublin,220,9.6,4,,1.4 km from center,Apartment with Balcony,388 reviews,Location 9.6
BH Agit Congress&Spa,Lublin,Lublin,242,8.9,3,,4.7 km from center,Double or Twin Room,"1,539 reviews",
Mercure Lublin Centrum,Lublin,Lublin,257,8.4,3,,1.5 km from center,Standard Double or Twin Room,616 reviews,
Hotel Restauracja Browar Lwów w Lublinie,Lublin,Lublin,262,8.5,3,Breakfast included,1.2 km from center,Twin Room - Attic,"1,080 reviews",
Vanilla Hotel,Lublin,Lublin,275,8.7,3,Breakfast included,300 m from center,Small Single Room,765 reviews,Location 9.7
Lawendowy Dworek,Lublin,Lublin,289,8.2,0,,2.5 km from center,Twin Room,924 reviews,
Trybunalska,Lublin,Stare Miasto,324,9.2,3,Breakfast included,50 m from center,Double or Twin Room,"1,279 reviews",Location 9.9
Avatary Miasta,Lublin,Stare Miasto,332,9.6,3,Breakfast included,50 m from center,Double Room,29 reviews,Location 9.9
Hotel Atelia,Lublin,Lublin,390,9.1,4,Breakfast included,6.5 km from center,Double Room,443 reviews,
ibis Budget Luxembourg Aeroport,Luxembourg,Luxembourg,342,7.7,1,,6.2 km from center,Standard Twin Room,"5,592 reviews",
Hotel Zurich,Luxembourg,Gare,398,5.8,2,,1.2 km from center,Single Room,528 reviews,
Ibis Luxembourg Airport,Luxembourg,Luxembourg,416,7.8,3,,6.2 km from center,Standard Double Room,"3,274 reviews",
Mandarina Hotel Luxembourg Airport,Luxembourg,Luxembourg,416,7.3,3,,7.1 km from center,Double Room,"4,578 reviews",
BIVIUS eat&sleep,Luxembourg,Luxembourg,430,7.7,3,,3.4 km from center,Single Room,314 reviews,
d'Coque Hotel,Luxembourg,Kirchberg,463,7.9,3,Breakfast included,2.1 km from center,Double Room,"1,941 reviews",
LÉGÈRE HOTEL Luxembourg,Luxembourg,Luxembourg,487,8.6,4,,10.7 km from center,Standard Double Room,"2,599 reviews",
Hotel Perrin - former Carlton,Luxembourg,Gare,491,8.7,3,,1.2 km from center,Single Room,"2,952 reviews",
DoubleTree by Hilton Luxembourg,Luxembourg,Luxembourg,505,7.0,4,,3.4 km from center,Standard Queen Room,"5,680 reviews",
Hotel Pax,Luxembourg,Bonnevoie,515,8.3,3,Breakfast included,2.5 km from center,Single Room,"1,517 reviews",
Hotel Empire,Luxembourg,Gare,539,8.2,3,,1.4 km from center,Small Single Room,"2,979 reviews",
Hotel Olivier,Luxembourg,Luxembourg,561,8.0,4,,4.1 km from center,Standard Double Room,88 reviews,
Le Chatelet,Luxembourg,Gare,609,7.9,3,,1.1 km from center,Superior Double or Twin Room,"1,197 reviews",
NH Luxembourg,Luxembourg,Luxembourg,678,8.2,4,,7 km from center,Standard Double or Twin Room,"1,505 reviews",
City Hotel,Luxembourg,Gare,744,8.5,3,,1.2 km from center,Standard Double Room,"1,579 reviews",
Park Inn by Radisson Luxembourg City,Luxembourg,Gare,754,8.5,3,,1.1 km from center,Standard Double Room,"1,385 reviews",
Hotel Simoncini,Luxembourg,Ville Haute,795,8.4,4,Breakfast included,200 m from center,Standard Double Room,"1,494 reviews",Location 9.6
Le Royal Hotels & Resorts Luxembourg,Luxembourg,Ville Haute,1263,8.6,5,,350 m from center,Traditional Double Room or Twin Room,"1,126 reviews",Location 9.4
HC Hostel,Madrid,Madrid City Center,46,5.5,0,,400 m from center,Bunk Bed in Mixed Dormitory Room,789 reviews,
Hostel Napoles,Madrid,Hortaleza,93,4.9,0,,6.7 km from center,Bunk Bed in Mixed Dormitory Room,"1,944 reviews",
HOSTEL H8,Madrid,Carabanchel,117,5.4,0,,3.4 km from center,Bed in 4-Bed Dormitory Room,671 reviews,
Safestay Madrid,Madrid,Madrid City Center,148,8.1,0,,1.3 km from center,Bed in 12-Bed Dormitory Room with Shared Bathroom,"3,051 reviews",
Mola Hostel,Madrid,Madrid City Center,156,8.3,0,,300 m from center,Bed in 10-Bed Mixed Dormitory Room,"2,018 reviews",Location 9.6
Ok Hostel Madrid,Madrid,Madrid City Center,159,8.9,0,,0.7 km from center,Bed in 4-Bed Female Dormitory Room,"6,407 reviews",Location 9.6
Way Hostel Madrid,Madrid,Madrid City Center,160,8.8,0,,450 m from center,Bed in 8-Bed Dormitory Room with Shared Bathroom,697 reviews,Location 9.5
Arc House Madrid - Puerta del Sol Only Adults,Madrid,Madrid City Center,164,7.5,0,,150 m from center,Single Bed in Female Dormitory Room,"2,841 reviews",Location 9.4
Madrid Downtown Hostel,Madrid,Madrid City Center,168,7.7,0,,0.6 km from center,Bunk Bed in Mixed Dormitory Room,"2,240 reviews",
Hostal Madrid Paradise,Madrid,Chamartín,175,6.6,0,,3.4 km from center,Bed in 6-Bed Mixed Dormitory Room,362 reviews,
Hostel MYD La Latina,Madrid,Madrid City Center,175,6.3,0,,1.1 km from center,Bunk Bed in Mixed Dormitory Room,"1,506 reviews",
Petit Hostel,Madrid,Arganzuela,178,8.1,0,,1.4 km from center,Bed in 6-Bed Mixed Dormitory Room,"2,262 reviews",
Motion Chueca,Madrid,Madrid City Center,179,5.3,0,Breakfast included,0.6 km from center,Bunk Bed in Mixed Dormitory Room,"3,382 reviews",
The Hat Madrid,Madrid,Madrid City Center,183,8.9,0,,400 m from center,Single Bed in 8-Bed Mixed Dormitory Room with Shared Bathroom ,"3,257 reviews",Location 9.8
Woohoo Hostal Madrid,Madrid,Madrid City Center,190,7.3,2,,450 m from center,Bed in 4-Bed Dormitory Room,"2,478 reviews",Location 9.4
The Central House Lavapiés,Madrid,Madrid City Center,190,9.1,0,,0.7 km from center,Bed in 8-Bed Mixed Dormitory Room,"2,458 reviews",Location 9.4
Far Home Bernabeu,Madrid,Tetuan,190,8.3,0,,4.2 km from center,Bed in 4-Bed Mixed Dormitory Room,"1,986 reviews",
Scout Madrid Hostel,Madrid,Moratalaz,195,8.3,0,Breakfast included,4.2 km from center,Bed in 6-Bed Mixed Dormitory Room with Shared Bathroom,145 reviews,
Generator Madrid,Madrid,Madrid City Center,214,8.1,0,,0.6 km from center,Bed in 8-Bed Female Dormitory Room,"5,373 reviews",Location 9.5
Hotel Escuela Madrid,Madrid,Madrid,223,8.5,0,,12.3 km from center,Single Room,841 reviews,
Habitaciones en la Plaza de Toros Ventas Madrid,Madrid,Salamanca,258,8.1,0,,3.9 km from center,Large Single Room,56 reviews,
Art Seven Hostel Capsules,Madrid,Madrid City Center,264,8.2,0,,400 m from center, Single Capsule Pod in Mixed Dormitory,"1,551 reviews",Location 9.5
Hostal Emilio Barajas,Madrid,Barajas,277,5.5,2,,12.2 km from center,Single Room,"1,421 reviews",
Hostal royal begoña,Madrid,Fuencarral-El Pardo,282,8.4,0,,7.8 km from center,Budget Double Room,552 reviews,
A&Z SIERRA DE MEIRA,Madrid,Puente de Vallecas,285,6.5,0,,3.9 km from center,Single Room with Shared Bathroom,"1,030 reviews",
Hotel Gran Legazpi,Madrid,Arganzuela,291,7.9,3,,2.8 km from center,Single Room,"1,384 reviews",
Hostal Falfes,Madrid,Tetuan,294,7.9,1,,4.1 km from center,Double or Twin Room with Private Bathroom,"1,472 reviews",
Vértice Roomspace,Madrid,Villaverde,296,8.1,3,,9.4 km from center,Double Room (1 Adult) with Parking,"8,113 reviews",
Ibis Budget Madrid Vallecas,Madrid,Villa de Vallecas,299,7.5,1,,7.3 km from center,Standard Double Room,"1,933 reviews",
Ibis Budget Madrid Calle Alcalá,Madrid,San Blas,317,7.8,3,,6.9 km from center,Standard Double Room,"1,932 reviews",
"Holiday Inn Madrid - Las Tablas, an IHG Hotel",Madrid,Fuencarral-El Pardo,319,8.3,4,,10.9 km from center,Standard Double or Twin Room,"1,105 reviews",
Hotel Mercader,Madrid,Villa de Vallecas,320,8.1,4,,7.1 km from center,Double Room,480 reviews,
A&Z JAVIER CABRINI,Madrid,Hortaleza,322,6.9,0,,7.7 km from center,Double Room with Shared Bathroom,"2,548 reviews",
"Corredera Rooms, no llegadas después de las 21h",Madrid,Madrid City Center,325,4.4,0,,0.6 km from center,Double Room with Shared Bathroom,717 reviews,
Hostal Paquita,Madrid,Fuencarral-El Pardo,328,8.1,1,,7.3 km from center,Double or Twin Room,583 reviews,
Hostal Avenida Barajas,Madrid,Barajas,328,8.2,3,,12 km from center,Single Room,"2,012 reviews",
A&Z VILLEGAS,Madrid,Hortaleza,329,7.5,0,,7.1 km from center,Double Room with Shared Bathroom,"1,644 reviews",
Ibis Budget Madrid Calle 30,Madrid,Puente de Vallecas,334,7.6,1,,3.6 km from center,Queen Room,"2,144 reviews",
NH Madrid Las Tablas,Madrid,Fuencarral-El Pardo,339,8.2,4,,9.6 km from center,Standard Double or Twin Room,"1,325 reviews",
Hostal Viky,Madrid,Barajas,343,7.9,2,,12.5 km from center,Double Room,"8,402 reviews",
Ibis Budget Madrid Centro Las Ventas,Madrid,Ciudad Lineal,346,7.8,1,,4.4 km from center,Standard Room with 2 Single Beds,"2,501 reviews",
Aparthotel Encasa,Madrid,Vicálvaro,351,8.4,3,,9.6 km from center,Apartment,"1,561 reviews",
Metropolitan Atocha,Madrid,Arganzuela,352,5.6,0,,1.3 km from center,Twin Room with Shared Bathroom,"1,044 reviews",
Apartamentos TH La Florida,Madrid,Moncloa-Aravaca,352,7.8,3,,10 km from center,Double or Twin Room,"1,358 reviews",
Hostal Abitum Madrid,Madrid,Tetuan,352,7.5,2,,3.7 km from center,Single Room,"1,096 reviews",
4C Bravo Murillo,Madrid,Tetuan,352,8.0,2,,4.2 km from center,Double Room,"2,493 reviews",
Stylish City Apartamentos,Madrid,Chamartín,359,6.9,3,,3.8 km from center,Studio (2 Adults),636 reviews,
Hotel Nuevo Madrid,Madrid,Ciudad Lineal,363,8.2,4,,6.6 km from center,Single Room,"8,647 reviews",
OXYGEN HOSTEL Capsula,Madrid,Arganzuela,366,8.2,0,,1.8 km from center,Capsule Single Bed in Mixed Dormitory Room ,"1,067 reviews",
Hostal Los Coronales,Madrid,Barajas,375,8.5,3,,11.1 km from center,Single Room,"3,256 reviews",
Hostal Las Vegas,Madrid,Tetuan,379,7.6,1,,3.6 km from center,Double Room with Extra Bed,470 reviews,
Hotel Best Osuna,Madrid,Hortaleza,390,7.6,4,,8.6 km from center,Single Room,"3,923 reviews",
Hotel Praga,Madrid,Carabanchel,399,8.1,4,,2.5 km from center,Standard Single Room,"4,279 reviews",
B&B Hotel Madrid Aeropuerto T1 T2 T3,Madrid,San Blas,406,8.1,3,,14 km from center,Double Room - Single Use,"4,624 reviews",
Ibis Madrid Calle Alcalá,Madrid,San Blas,410,8.1,1,,7 km from center,Family Room,"1,446 reviews",
Eurostars Monte Real,Madrid,Fuencarral-El Pardo,418,8.7,4,,7.3 km from center,Double Room,"1,419 reviews",
Eco Via Lusitana,Madrid,Carabanchel,422,8.0,3,,5.9 km from center,Twin Room,"2,802 reviews",
Travelodge Torrelaguna,Madrid,Ciudad Lineal,422,7.9,3,,5.1 km from center,Double Room,"2,360 reviews",
Le Petit Palü- Barco,Madrid,Madrid City Center,422,8.2,3,,0.5 km from center,Standard Double Room,5 reviews,
Hostal Internacional,Madrid,Madrid City Center,422,8.5,0,,350 m from center,Single Room with Shared Toilet,585 reviews,Location 9.7
Hotel Nuevo Boston,Madrid,San Blas,432,8.4,4,,11.3 km from center,Double Room (1 Adult),"7,908 reviews",
Hostal Alicante,Madrid,Madrid City Center,433,7.7,2,,250 m from center,Single Room,"1,229 reviews",Location 9.6
Porcel TorreGarden,Madrid,Ciudad Lineal,439,8.3,3,,6.6 km from center,Double or Twin Room,"1,876 reviews",
Boutique Urban Madrid Génova,Madrid,Chamberi,443,6.8,3,,1.5 km from center,Superior Double Room,"1,992 reviews",
Exe Plaza,Madrid,Tetuan,446,8.4,4,,5.7 km from center,Double or Twin Room,"4,249 reviews",
Le Petit Palü-Ópera,Madrid,Madrid City Center,446,8.2,3,,0.5 km from center,Deluxe King Room,"1,372 reviews",Location 9.4
Fly Rooms Madrid Airport,Madrid,Barajas,446,8.8,3,,12 km from center,Double Room,854 reviews,
Ibis Styles Madrid City Las Ventas,Madrid,Ciudad Lineal,450,8.7,4,,4.8 km from center,Standard Double Room,"2,475 reviews",
Casa de Huéspedes Almansa,Madrid,Tetuan,456,7.0,0,,3.6 km from center,Single Room with Shared Bathroom,210 reviews,
Compostela Suites,Madrid,San Blas,465,7.8,3,,11 km from center,One-Bedroom Apartment (2 Adults),"3,936 reviews",
Exe Madrid Norte,Madrid,Hortaleza,465,8.4,4,,8.9 km from center,Double Room (1 Adult),"2,242 reviews",
Hotel Mediodia,Madrid,Madrid City Center,465,8.5,2,,1.3 km from center,Single Room,"7,400 reviews",Location 9.6
Hostal Río Paraná,Madrid,Madrid City Center,469,8.2,1,,150 m from center,Double or Twin Room,536 reviews,Location 9.7
Hostal Asunción,Madrid,Madrid City Center,469,6.9,2,,1.3 km from center,Economy Single Room,"1,924 reviews",
Hotel Puerta de Toledo,Madrid,Arganzuela,483,8.7,3,,1.4 km from center,Partner offer option,"2,201 reviews",
Hotel Mexico,Madrid,Madrid City Center,490,7.7,2,,1 km from center,Single Room,"2,237 reviews",
Rafaelhoteles Piramides,Madrid,Arganzuela,491,8.2,3,,1.7 km from center,Double or Twin Room,916 reviews,
AngelitoMAD,Madrid,Moncloa-Aravaca,493,7.7,3,,1.2 km from center,Single Room,15 reviews,Location 9.7
"Madrid Airport Suites, Affiliated by Meliá",Madrid,San Blas,493,7.6,3,,13.9 km from center,Junior Suite,"3,214 reviews",
Erase un Hotel,Madrid,Tetuan,493,8.3,3,,5.2 km from center,Double or Twin Room,"4,524 reviews",
Piso centro GRAN VÍA,Madrid,Madrid City Center,507,6.3,0,,0.6 km from center,Apartment,26 reviews,
NH Madrid Ribera del Manzanares,Madrid,Arganzuela,507,8.4,4,,1.9 km from center,Standard Double or Twin Room,"2,957 reviews",
ARTIEM Madrid,Madrid,Ciudad Lineal,509,9.3,4,,5.5 km from center,Standard Double Room (1 Adult),"1,370 reviews",
Agumar,Madrid,Retiro,513,8.1,4,,2 km from center,Single Room,"7,188 reviews",
Ibis Madrid Aeropuerto Barajas,Madrid,Barajas,516,8.1,2,,12 km from center,Double Room,"6,039 reviews",
Axor Feria,Madrid,San Blas,516,8.4,4,,10.8 km from center,Double Room,"2,903 reviews",
Rafaelhoteles Ventas,Madrid,Ciudad Lineal,526,7.9,4,,4.3 km from center,Double or Twin Room,"1,663 reviews",
AC Hotel Madrid Feria by Marriott,Madrid,Hortaleza,526,8.7,4,,8.7 km from center,King Room,981 reviews,
Hotel Los Condes,Madrid,Madrid City Center,528,8.5,3,,0.6 km from center,Single Room,"2,618 reviews",Location 9.6
Hotel Barajas Plaza,Madrid,Barajas,537,7.9,3,,12.4 km from center,Twin Room,"2,911 reviews",
Globales Acis y Galatea,Madrid,Hortaleza,540,8.0,3,,8.5 km from center,Standard Single Room,"2,129 reviews",
Hostal PETITE MAMAN,Madrid,Madrid City Center,550,8.0,3,,300 m from center,Superior Double or Twin Room,"1,887 reviews",Location 9.4
Urban Sea Hotel Atocha 113,Madrid,Madrid City Center,558,7.9,1,,1 km from center,Single Room,"1,630 reviews",Location 9.3
Vitium Urban Suites,Madrid,Madrid City Center,558,8.0,3,,0.8 km from center,Double Room Single Use,850 reviews,Location 9.5
Hostal San Blas,Madrid,Madrid City Center,563,7.5,3,,1.1 km from center,Double  Room with One Double Bed,"1,319 reviews",Location 9.3
HRC Hotel,Madrid,Madrid City Center,563,7.5,3,,1.1 km from center,Standard Double Room,510 reviews,
Hostal Valencia Madrid,Madrid,Madrid City Center,563,7.9,3,,450 m from center,Double Room,"2,123 reviews",Location 9.7
Hotel Meninas - Boutique Opera,Madrid,Madrid City Center,563,8.4,4,,0.6 km from center,Single Room,741 reviews,Location 9.6
Marina Rooms,Madrid,Madrid City Center,563,8.5,3,,150 m from center,Exterior Double Room,916 reviews,Location 9.8
Hostal Buenos Aires,Madrid,Madrid City Center,563,8.1,3,,0.8 km from center,Double Room,559 reviews,Location 9.6
AC Hotel Avenida de América by Marriott,Madrid,Salamanca,568,8.6,3,,3.5 km from center,Superior King Room,"1,729 reviews",
JQC Rooms,Madrid,Madrid City Center,568,7.3,3,,200 m from center,Single Room with Private Bathroom,"2,255 reviews",
THC Gran Via Hostel,Madrid,Madrid City Center,568,7.7,1,,0.5 km from center,Superior Double or Twin Room,"1,263 reviews",Location 9.4
AC Hotel Aravaca by Marriott,Madrid,Moncloa-Aravaca,570,8.2,4,,8.7 km from center,"Standard Room, Guest room, 1 Queen",765 reviews,
JC Rooms Santo Domingo,Madrid,Madrid City Center,572,7.9,3,,0.6 km from center,Executive Double or Twin Room,"1,779 reviews",Location 9.5
easyHotel Madrid Centro Atocha,Madrid,Arganzuela,582,8.3,3,,2.8 km from center,Standard Twin Room,182 reviews,
Hostal Galaico,Madrid,Madrid City Center,583,8.6,2,,450 m from center,Deluxe Room,355 reviews,Location 9.8
Aravaca Village Hotel,Madrid,Moncloa-Aravaca,586,8.4,4,,9 km from center,Double or Twin Room,842 reviews,
Axor Barajas,Madrid,San Blas,587,8.5,4,,10.8 km from center,Double or Twin Room,"2,644 reviews",
Hotel Acta Madfor,Madrid,Moncloa-Aravaca,591,8.2,3,,1.6 km from center,Double or Twin Room,"2,457 reviews",
NH Madrid Balboa,Madrid,Salamanca,598,8.5,4,,2.8 km from center,Single Room,"1,305 reviews",
Zenit Abeba,Madrid,Salamanca,605,8.5,4,,3 km from center,Double or Twin Room,"2,560 reviews",
UVE Marcenado,Madrid,Chamartín,605,9.2,3,,4.1 km from center,Single Standard,"1,711 reviews",
Hostal Granado,Madrid,Carabanchel,610,8.3,3,,4.8 km from center,Twin Room with Extra Bed,"1,574 reviews",
Abba Madrid,Madrid,Salamanca,610,8.8,4,,3.6 km from center,Twin Room,"1,827 reviews",
Hotel Chamartin The One,Madrid,Chamartín,611,8.0,4,,6.3 km from center,Double Room,"9,409 reviews",
One Shot Prado 23,Madrid,Madrid City Center,612,8.3,3,,500 m from center,Economy Double or Twin Room,"1,550 reviews",Location 9.6
The Match Madrid,Madrid,Chamberi,612,8.4,3,,2.9 km from center,Business Double Room,"1,014 reviews",
Casual del Teatro Madrid,Madrid,Madrid City Center,613,8.2,2,,300 m from center,Double Room,"1,938 reviews",Location 9.7
Hostal Madrid,Madrid,Madrid City Center,615,8.5,3,,150 m from center,Interior Single Room,"1,776 reviews",Location 9.8
NH Madrid Chamberí,Madrid,Chamberi,619,8.5,3,,2.6 km from center,Standard Single Room,"1,056 reviews",
B&B Hotel Madrid Centro Fuencarral 52,Madrid,Madrid City Center,622,8.7,3,,0.8 km from center,Single Room,"2,942 reviews",Location 9.7
H10 Tribeca,Madrid,Tetuan,626,8.8,4,,4.3 km from center,Deluxe Double or Twin Room with Extra Bed (2 Adults + 1 Child),"3,156 reviews",
Dormirdcine,Madrid,Salamanca,631,8.5,4,,3 km from center,Single Room,"1,587 reviews",
Lotus Opera House,Madrid,Madrid City Center,633,7.9,3,,450 m from center,Twin Room with City View,"1,801 reviews",Location 9.6
DWO Yuste Alcalá,Madrid,San Blas,637,8.7,3,,7.1 km from center,Double Room,424 reviews,
NH Madrid Ventas,Madrid,Salamanca,638,8.5,4,,3.9 km from center,Standard Double or Twin Room,"3,705 reviews",
NH Madrid Zurbano,Madrid,Chamberi,638,8.3,4,,2.6 km from center,Single Room,"2,769 reviews",
"Hotel Madrid Alameda Aeropuerto, Affiliated by Meliá",Madrid,Barajas,652,8.1,4,,11.9 km from center,Standard Room,"6,427 reviews",
Melia Barajas,Madrid,Barajas,652,8.3,4,,11.9 km from center,Meliá Room,"4,291 reviews",
Porcel Ganivet,Madrid,Madrid City Center,655,8.5,3,,1.1 km from center,Double or Twin Room,"4,249 reviews",
Hotel Mirador de Chamartín,Madrid,Ciudad Lineal,657,8.4,4,,7.8 km from center,Deluxe Double Room,"2,358 reviews",
Apartamentos Centro Colón,Madrid,Madrid City Center,657,8.2,3,,1.3 km from center,Superior Studio,"1,003 reviews",Location 9.4
H10 Puerta de Alcalá,Madrid,Salamanca,657,8.5,4,,2 km from center,Basic Double Room,"3,678 reviews",Location 9.4
Eurostars Suites Mirasierra,Madrid,Fuencarral-El Pardo,657,8.5,5,,7.8 km from center,Deluxe Suite with Parking,"2,709 reviews",
Hostal Vara Madrid,Madrid,Arganzuela,663,8.3,3,,2.6 km from center,Twin Room,168 reviews,
Pullman Madrid Airport & Feria,Madrid,Barajas,666,8.2,4,,9 km from center,Superior Double Room,"1,243 reviews",
Ibis Madrid Centro,Madrid,Madrid City Center,671,8.5,2,,1.3 km from center,Double Room,"1,358 reviews",Location 9.4
Novotel Campo De Las Naciones,Madrid,Barajas,671,8.4,4,,9 km from center,Superior Queen Room with Sofa,"3,315 reviews",
Hotel Princesa Plaza Madrid,Madrid,Madrid City Center,675,8.2,4,,1.8 km from center,Classic Twin Room,"9,164 reviews",
DWO Colours Alcalá,Madrid,San Blas,676,7.7,4,,7.4 km from center,Single Room,130 reviews,
Hotel Sardinero Madrid,Madrid,Chamberi,676,8.7,4,,1.4 km from center,Standard Double or Twin Room,"1,450 reviews",Location 9.5
NH Paseo de la Habana,Madrid,Chamartín,679,7.9,4,,4.7 km from center,Standard Single New Style,"2,016 reviews",
H-A San Mateo Suites,Madrid,Madrid City Center,686,7.5,0,,1.1 km from center,Triple Room,670 reviews,
Barceló Imagine,Madrid,Chamartín,686,9.1,5,,6.2 km from center,Deluxe Double or Twin Room,"2,488 reviews",
AC Hotel Los Vascos by Marriott,Madrid,Moncloa-Aravaca,691,8.3,3,,3.6 km from center,Economy Single Room,803 reviews,
Suites Barrio de Salamanca,Madrid,Salamanca,694,8.4,4,,2.6 km from center,Standard Double Room,729 reviews,Location 9.4
Hotel Mora by MIJ,Madrid,Madrid City Center,697,8.0,2,,1.1 km from center,Single Room,"2,365 reviews",Location 9.5
Hotel Opera,Madrid,Madrid City Center,704,8.4,4,,0.6 km from center,Economy Single Room,"1,981 reviews",Location 9.6
Eurostars Central,Madrid,Madrid City Center,704,8.4,4,,1.2 km from center,Single Room,"3,344 reviews",
Catalonia Atocha,Madrid,Madrid City Center,704,8.6,4,,0.7 km from center,Double or Twin Room,"3,558 reviews",Location 9.3
Gran Via 63 Rooms,Madrid,Madrid City Center,704,7.4,3,,0.9 km from center,Small Double Room Single use,"3,413 reviews",Location 9.5
Hotel Mirador Puerta del Sol,Madrid,Madrid City Center,709,8.4,2,,100 m from center,Double Room with Three Extra Beds,"2,080 reviews",Location 9.7
Exe Moncloa,Madrid,Chamberi,713,8.1,4,,2.2 km from center,Single Room,"4,178 reviews",
The Social Hub Madrid 4 star,Madrid,Moncloa-Aravaca,714,8.7,4,,1.2 km from center,Standard Single Room,231 reviews,
Suites Barrio de Salamanca,Madrid,Salamanca,714,8.4,4,,2.6 km from center,Double Standard,729 reviews,Location 9.4
